post_id,influencer_id,platform,posted_at,caption,views,likes,comments,shares,audio_type,campaign_tag
4370,86,tiktok,2025-10-27T22:45:22.784718,Day 11 of posting until this goes viral. High energy dance.  Save this for your next workout.,5176,197,26,54,trending,beauty_summer_2025
4371,86,tiktok,2025-09-07T06:19:06.784718,Trying something different today. High energy dance.  Save this for your next workout.,4097,132,21,13,trending,reggaeton_launch_q2
4372,86,tiktok,2025-09-27T19:17:28.784718,"New drop just landed, what do you think. High energy dance.  Save this for your next workout.",3863,129,19,31,catalogue,gaming_console_drop
4373,86,tiktok,2025-10-04T00:16:12.784718,Trying something different today. High energy dance.  Save this for your next workout.,3559,196,29,56,catalogue,gaming_console_drop
4374,86,tiktok,2025-07-30T14:03:32.784718,Cannot believe this just happened. High energy dance.  Save this for your next workout.,5625,159,14,56,original,fitness_january_push
4375,86,tiktok,2025-08-02T22:13:30.784718,You asked for it so here it is. High energy dance.  Save this for your next workout.,11025,488,56,113,original,beauty_summer_2025
4376,86,tiktok,2025-10-12T21:21:04.784718,POV you are listening to this on repeat. High energy dance.  Save this for your next workout.,8604,307,39,84,catalogue,gaming_console_drop
4377,86,tiktok,2025-11-02T00:55:09.784718,"New drop just landed, what do you think. High energy dance.  Save this for your next workout.",6556,233,54,70,original,beauty_summer_2025
4378,86,tiktok,2025-08-04T18:35:19.784718,POV you are listening to this on repeat. High energy dance.  Save this for your next workout.,5696,214,23,20,original,beauty_summer_2025
4379,86,tiktok,2025-11-21T05:26:01.784718,Tag a friend who needs to see this. High energy dance.  Save this for your next workout.,9871,368,46,142,original,back_to_school_2025
4380,86,tiktok,2025-10-17T08:56:56.784718,Tag a friend who needs to see this. High energy dance.  Save this for your next workout.,5891,183,22,68,trending,
4381,87,tiktok,2025-09-23T06:58:19.784718,This audio is stuck in my head. Product reviews.,2810528,235353,31933,60721,trending,fitness_january_push
4382,87,tiktok,2025-08-17T14:40:06.784718,Tag a friend who needs to see this. Product reviews.,1548422,111900,21543,33671,trending,
4383,87,tiktok,2025-08-15T18:09:14.784718,"New drop just landed, what do you think. Product reviews.",1941403,130071,23156,34668,original,
4384,87,tiktok,2025-09-02T08:47:01.784718,Tag a friend who needs to see this. Product reviews.,695145,37809,3304,4212,catalogue,back_to_school_2025
4385,87,tiktok,2025-11-13T12:12:03.784718,"New drop just landed, what do you think. Product reviews.",1592054,104282,16608,28824,original,fitness_january_push
4386,87,tiktok,2025-07-26T22:42:01.784718,This audio is stuck in my head. Product reviews.,734020,43806,5505,7215,trending,fitness_january_push
4387,87,tiktok,2025-10-24T13:36:22.784718,This audio is stuck in my head. Product reviews.,771562,40304,3387,5119,trending,fitness_january_push
4388,87,tiktok,2025-10-15T02:00:31.784718,This audio is stuck in my head. Product reviews.,2931859,146343,16697,47582,trending,beauty_summer_2025
4389,87,tiktok,2025-11-10T13:09:32.784718,"New drop just landed, what do you think. Product reviews.",2510971,168235,18018,57688,catalogue,fitness_january_push
4390,87,tiktok,2025-11-21T00:35:43.784718,Day 4 of posting until this goes viral. Product reviews.,2564284,141578,20970,13066,catalogue,fitness_january_push
4391,87,tiktok,2025-11-04T12:09:04.784718,Tag a friend who needs to see this. Product reviews.,2316237,110924,18685,31987,catalogue,fitness_january_push
4392,87,tiktok,2025-10-23T05:24:48.784718,Behind the scenes of the next project. Product reviews.,1925518,131164,23107,12792,trending,back_to_school_2025
4393,87,tiktok,2025-07-28T12:00:04.784718,You asked for it so here it is. Product reviews.,1572675,112673,20238,29149,catalogue,reggaeton_launch_q2
4394,87,tiktok,2025-11-17T00:04:08.784718,This audio is stuck in my head. Product reviews.,787772,46994,4864,13351,trending,gaming_console_drop
4395,87,tiktok,2025-07-30T08:06:53.784718,POV you are listening to this on repeat. Product reviews.,1676605,127014,17342,12863,trending,reggaeton_launch_q2
4396,87,tiktok,2025-10-19T19:43:29.784718,This audio is stuck in my head. Product reviews.,696455,33460,4496,4486,catalogue,reggaeton_launch_q2
4397,87,tiktok,2025-09-30T23:06:49.784718,This audio is stuck in my head. Product reviews.,2772411,167332,28500,30723,original,gaming_console_drop
4398,87,tiktok,2025-09-01T04:27:29.784718,You asked for it so here it is. Product reviews.,1280398,89335,11266,24201,catalogue,
4399,87,tiktok,2025-08-06T10:52:48.784718,Behind the scenes of the next project. Product reviews.,1109471,59666,7481,4164,catalogue,fitness_january_push
4400,87,tiktok,2025-08-05T17:19:26.784718,"New drop just landed, what do you think. Product reviews.",1434793,108867,12287,23497,original,
4401,87,tiktok,2025-10-30T15:55:51.784718,Tag a friend who needs to see this. Product reviews.,2392969,110687,12902,11548,catalogue,gaming_console_drop
4402,87,tiktok,2025-08-15T14:04:57.784718,Day 16 of posting until this goes viral. Product reviews.,976682,77742,9263,4924,original,gaming_console_drop
4403,87,tiktok,2025-11-07T18:47:28.784718,Trying something different today. Product reviews.,2927343,141925,16890,34672,trending,beauty_summer_2025
4404,87,tiktok,2025-10-26T15:33:25.784718,Tag a friend who needs to see this. Product reviews.,2260016,109344,16718,29065,catalogue,gaming_console_drop
4405,87,tiktok,2025-08-16T10:06:09.784718,POV you are listening to this on repeat. Product reviews.,1853005,113112,18815,8897,catalogue,back_to_school_2025
4406,87,tiktok,2025-10-18T05:40:17.784718,Behind the scenes of the next project. Product reviews.,995956,69425,11645,11313,trending,
4407,87,tiktok,2025-07-28T10:58:51.784718,POV you are listening to this on repeat. Product reviews.,2485737,132858,16388,23008,original,back_to_school_2025
4408,87,tiktok,2025-09-25T07:20:13.784718,Cannot believe this just happened. Product reviews.,2671692,124817,27466,35786,trending,beauty_summer_2025
4409,87,tiktok,2025-11-11T23:56:23.784718,You asked for it so here it is. Product reviews.,2543222,126320,13141,33193,trending,beauty_summer_2025
4410,87,tiktok,2025-10-15T09:16:20.784718,Tag a friend who needs to see this. Product reviews.,1794747,91453,6557,14141,trending,reggaeton_launch_q2
4411,87,tiktok,2025-08-26T14:26:32.784718,You asked for it so here it is. Product reviews.,1714502,116584,15784,27406,original,beauty_summer_2025
4412,87,tiktok,2025-09-03T05:21:02.784718,Behind the scenes of the next project. Product reviews.,2652314,184489,21010,19122,catalogue,gaming_console_drop
4413,87,tiktok,2025-10-31T02:37:03.784718,Behind the scenes of the next project. Product reviews.,2428115,115435,14846,10747,original,gaming_console_drop
4414,87,tiktok,2025-10-30T09:06:57.784718,Cannot believe this just happened. Product reviews.,1312858,84229,8908,16247,original,
4415,87,tiktok,2025-11-15T09:03:25.784718,Trying something different today. Product reviews.,1057690,45110,5832,12094,original,reggaeton_launch_q2
4416,87,tiktok,2025-10-16T22:14:29.784718,Cannot believe this just happened. Product reviews.,1653637,83579,15477,19475,trending,reggaeton_launch_q2
4417,87,tiktok,2025-08-01T20:48:09.784718,Day 10 of posting until this goes viral. Product reviews.,2018263,119337,21755,26951,trending,
4418,87,tiktok,2025-09-29T19:29:23.784718,Behind the scenes of the next project. Product reviews.,2909135,200247,16465,43016,catalogue,gaming_console_drop
4419,87,tiktok,2025-10-29T03:39:04.784718,You asked for it so here it is. Product reviews.,2398605,187850,15502,50657,catalogue,gaming_console_drop
4420,87,tiktok,2025-08-20T04:09:06.784718,POV you are listening to this on repeat. Product reviews.,1481440,102117,18987,18743,original,reggaeton_launch_q2
4421,87,tiktok,2025-09-02T07:56:34.784718,"New drop just landed, what do you think. Product reviews.",1050383,57863,10630,18524,catalogue,reggaeton_launch_q2
4422,87,tiktok,2025-10-20T17:00:59.784718,Trying something different today. Product reviews.,816588,53894,8424,4252,original,fitness_january_push
4423,87,tiktok,2025-09-12T22:04:56.784718,Behind the scenes of the next project. Product reviews.,678793,26401,2261,4498,original,fitness_january_push
4424,87,tiktok,2025-09-13T18:37:24.784718,Day 2 of posting until this goes viral. Product reviews.,1257242,96836,15402,16195,original,fitness_january_push
4425,87,tiktok,2025-09-25T22:34:24.784718,"New drop just landed, what do you think. Product reviews.",2981095,181974,24607,21560,original,fitness_january_push
4426,87,tiktok,2025-11-01T12:52:59.784718,POV you are listening to this on repeat. Product reviews.,1562272,93100,16055,32514,catalogue,back_to_school_2025
4427,87,tiktok,2025-10-03T13:34:56.784718,Cannot believe this just happened. Product reviews.,2096265,157329,17170,49718,original,reggaeton_launch_q2
4428,87,tiktok,2025-08-08T08:53:29.784718,"New drop just landed, what do you think. Product reviews.",2270556,146530,29106,35190,original,beauty_summer_2025
4429,87,tiktok,2025-08-14T01:03:14.784718,POV you are listening to this on repeat. Product reviews.,1622321,135886,8640,30175,catalogue,beauty_summer_2025
4430,87,tiktok,2025-09-18T01:13:24.784718,Cannot believe this just happened. Product reviews.,1374966,86567,16527,31748,catalogue,
4431,87,tiktok,2025-10-22T11:29:39.784718,Cannot believe this just happened. Product reviews.,1920541,172462,23530,38709,catalogue,reggaeton_launch_q2
4432,87,tiktok,2025-10-25T13:35:15.784718,You asked for it so here it is. Product reviews.,2909902,144792,23150,35493,catalogue,fitness_january_push
4433,87,tiktok,2025-11-01T20:17:16.784718,Trying something different today. Product reviews.,1176467,69894,14349,14626,catalogue,
4434,87,tiktok,2025-08-01T01:50:39.784718,Tag a friend who needs to see this. Product reviews.,2088998,112160,24215,28179,original,back_to_school_2025
4435,87,tiktok,2025-10-07T11:20:54.784718,POV you are listening to this on repeat. Product reviews.,2182816,87812,8616,16651,trending,back_to_school_2025
4436,87,tiktok,2025-08-04T14:17:41.784718,Day 16 of posting until this goes viral. Product reviews.,2967730,191553,29750,18830,trending,
4437,87,tiktok,2025-11-12T07:06:12.784718,Day 29 of posting until this goes viral. Product reviews.,2033442,102848,16466,24615,original,gaming_console_drop
4438,87,tiktok,2025-10-07T09:38:48.784718,"New drop just landed, what do you think. Product reviews.",1506076,60453,11923,10075,trending,gaming_console_drop
4439,87,tiktok,2025-10-24T14:03:14.784718,Day 20 of posting until this goes viral. Product reviews.,2314770,114449,25557,17618,catalogue,beauty_summer_2025
4440,87,tiktok,2025-09-20T14:46:50.784718,"New drop just landed, what do you think. Product reviews.",1241733,96428,16241,29521,trending,back_to_school_2025
4441,87,tiktok,2025-10-25T14:13:18.784718,Trying something different today. Product reviews.,1172162,89820,6933,8741,catalogue,reggaeton_launch_q2
4442,87,tiktok,2025-10-10T05:25:46.784718,This audio is stuck in my head. Product reviews.,1407302,80329,9107,10258,trending,fitness_january_push
4443,88,instagram,2025-09-06T01:01:19.784718,"New drop just landed, what do you think. High energy dance.  Save this for your next workout.",5582,275,36,46,original,fitness_january_push
4444,88,instagram,2025-10-05T20:55:52.784718,POV you are listening to this on repeat. High energy dance.  Save this for your next workout.,6535,362,65,58,original,beauty_summer_2025
4445,88,instagram,2025-08-29T15:26:39.784718,POV you are listening to this on repeat. High energy dance.  Save this for your next workout.,6454,388,62,40,trending,gaming_console_drop
4446,88,instagram,2025-07-26T11:16:39.784718,Tag a friend who needs to see this. High energy dance.  Save this for your next workout.,6592,308,30,60,trending,back_to_school_2025
4447,88,instagram,2025-11-20T03:54:13.784718,Behind the scenes of the next project. High energy dance.  Save this for your next workout.,6416,317,26,96,original,back_to_school_2025
4448,88,instagram,2025-09-01T17:21:09.784718,This audio is stuck in my head. High energy dance.  Save this for your next workout.,3576,220,20,27,original,
4449,88,instagram,2025-09-07T10:12:38.784718,Behind the scenes of the next project. High energy dance.  Save this for your next workout.,6720,382,63,85,catalogue,beauty_summer_2025
4450,88,instagram,2025-08-23T07:59:34.784718,Day 6 of posting until this goes viral. High energy dance.  Save this for your next workout.,5450,174,33,17,catalogue,
4451,88,instagram,2025-10-27T08:34:51.784718,Day 24 of posting until this goes viral. High energy dance.  Save this for your next workout.,6437,324,51,95,original,gaming_console_drop
4452,88,instagram,2025-09-07T07:10:55.784718,Tag a friend who needs to see this. High energy dance.  Save this for your next workout.,2538,115,12,30,original,reggaeton_launch_q2
4453,88,instagram,2025-09-21T20:08:25.784718,POV you are listening to this on repeat. High energy dance.  Save this for your next workout.,5847,232,18,70,catalogue,reggaeton_launch_q2
4454,88,instagram,2025-10-03T21:09:19.784718,This audio is stuck in my head. High energy dance.  Save this for your next workout.,4857,198,30,48,original,fitness_january_push
4455,88,instagram,2025-09-23T13:46:11.784718,"New drop just landed, what do you think. High energy dance.  Save this for your next workout.",5029,255,47,55,trending,reggaeton_launch_q2
4456,88,instagram,2025-08-18T05:58:19.784718,Tag a friend who needs to see this. High energy dance.  Save this for your next workout.,4889,255,53,23,catalogue,fitness_january_push
4457,88,instagram,2025-11-22T01:34:41.784718,You asked for it so here it is. High energy dance.  Save this for your next workout.,5226,193,28,66,catalogue,beauty_summer_2025
4458,88,instagram,2025-11-10T20:18:49.784718,Behind the scenes of the next project. High energy dance.  Save this for your next workout.,3994,219,17,57,trending,gaming_console_drop
4459,88,instagram,2025-08-31T04:43:54.784718,Day 6 of posting until this goes viral. High energy dance.  Save this for your next workout.,2463,152,18,16,original,
4460,88,instagram,2025-09-14T08:11:44.784718,Tag a friend who needs to see this. High energy dance.  Save this for your next workout.,5542,211,38,15,trending,fitness_january_push
4461,88,instagram,2025-08-13T15:59:36.784718,Behind the scenes of the next project. High energy dance.  Save this for your next workout.,3160,144,23,45,original,back_to_school_2025
4462,88,instagram,2025-09-16T06:53:07.784718,Cannot believe this just happened. High energy dance.  Save this for your next workout.,3187,194,27,39,original,
4463,88,instagram,2025-09-03T03:34:35.784718,Trying something different today. High energy dance.  Save this for your next workout.,4445,149,27,41,trending,fitness_january_push
4464,88,instagram,2025-10-02T17:03:51.784718,"New drop just landed, what do you think. High energy dance.  Save this for your next workout.",3903,242,27,35,catalogue,fitness_january_push
4465,88,instagram,2025-08-16T03:33:49.784718,This audio is stuck in my head. High energy dance.  Save this for your next workout.,6263,192,43,64,original,reggaeton_launch_q2
4466,88,instagram,2025-10-21T18:37:57.784718,Behind the scenes of the next project. High energy dance.  Save this for your next workout.,2207,68,5,10,catalogue,gaming_console_drop
4467,88,instagram,2025-08-09T19:28:07.784718,Day 2 of posting until this goes viral. High energy dance.  Save this for your next workout.,4797,287,41,73,original,
4468,88,instagram,2025-09-16T07:35:26.784718,Day 15 of posting until this goes viral. High energy dance.  Save this for your next workout.,2758,183,11,19,catalogue,gaming_console_drop
4469,88,instagram,2025-10-07T07:42:45.784718,POV you are listening to this on repeat. High energy dance.  Save this for your next workout.,5196,228,35,64,trending,gaming_console_drop
4470,88,instagram,2025-09-01T05:18:37.784718,"New drop just landed, what do you think. High energy dance.  Save this for your next workout.",5359,259,51,23,original,gaming_console_drop
4471,88,instagram,2025-11-03T17:34:29.784718,Cannot believe this just happened. High energy dance.  Save this for your next workout.,3234,117,17,14,original,back_to_school_2025
4472,88,instagram,2025-10-16T14:10:26.784718,Behind the scenes of the next project. High energy dance.  Save this for your next workout.,5548,193,27,15,trending,reggaeton_launch_q2
4473,88,instagram,2025-09-28T18:18:26.784718,Cannot believe this just happened. High energy dance.  Save this for your next workout.,2682,147,26,41,trending,beauty_summer_2025
4474,88,instagram,2025-11-08T07:11:14.784718,Tag a friend who needs to see this. High energy dance.  Save this for your next workout.,4676,298,20,83,trending,beauty_summer_2025
4475,88,instagram,2025-11-14T13:50:58.784718,Behind the scenes of the next project. High energy dance.  Save this for your next workout.,5772,233,18,23,original,fitness_january_push
4476,88,instagram,2025-10-10T23:24:30.784718,Trying something different today. High energy dance.  Save this for your next workout.,4716,207,23,28,original,gaming_console_drop
4477,88,instagram,2025-10-23T04:08:27.784718,Trying something different today. High energy dance.  Save this for your next workout.,4997,276,31,55,catalogue,beauty_summer_2025
4478,88,instagram,2025-11-14T12:42:26.784718,POV you are listening to this on repeat. High energy dance.  Save this for your next workout.,6703,239,56,50,original,back_to_school_2025
4479,88,instagram,2025-11-22T10:03:55.784718,This audio is stuck in my head. High energy dance.  Save this for your next workout.,3742,110,18,40,original,reggaeton_launch_q2
4480,88,instagram,2025-10-28T23:47:46.784718,Cannot believe this just happened. High energy dance.  Save this for your next workout.,4383,178,32,37,catalogue,beauty_summer_2025
4481,88,instagram,2025-09-05T22:09:52.784718,POV you are listening to this on repeat. High energy dance.  Save this for your next workout.,3928,233,32,41,trending,beauty_summer_2025
4482,88,instagram,2025-10-31T08:20:32.784718,Trying something different today. High energy dance.  Save this for your next workout.,2508,104,22,9,catalogue,fitness_january_push
4483,88,instagram,2025-09-26T19:52:57.784718,Behind the scenes of the next project. High energy dance.  Save this for your next workout.,2879,164,18,15,original,beauty_summer_2025
4484,88,instagram,2025-08-24T05:20:15.784718,Cannot believe this just happened. High energy dance.  Save this for your next workout.,5368,212,22,50,catalogue,reggaeton_launch_q2
4485,88,instagram,2025-11-06T20:22:15.784718,Trying something different today. High energy dance.  Save this for your next workout.,2359,131,18,19,catalogue,
4486,88,instagram,2025-09-10T10:11:21.784718,Tag a friend who needs to see this. High energy dance.  Save this for your next workout.,3897,160,24,42,original,
4487,88,instagram,2025-08-15T09:02:14.784718,Trying something different today. High energy dance.  Save this for your next workout.,3496,178,21,35,original,reggaeton_launch_q2
4488,88,instagram,2025-08-15T10:47:10.784718,POV you are listening to this on repeat. High energy dance.  Save this for your next workout.,4232,131,25,41,original,gaming_console_drop
4489,88,instagram,2025-08-04T04:15:28.784718,Trying something different today. High energy dance.  Save this for your next workout.,3125,150,16,44,catalogue,back_to_school_2025
4490,88,instagram,2025-08-13T21:39:28.784718,Trying something different today. High energy dance.  Save this for your next workout.,4721,164,15,39,original,
4491,88,instagram,2025-08-25T23:57:52.784718,"New drop just landed, what do you think. High energy dance.  Save this for your next workout.",3815,221,14,42,trending,
4492,88,instagram,2025-10-15T21:57:37.784718,Behind the scenes of the next project. High energy dance.  Save this for your next workout.,5898,321,49,41,original,fitness_january_push
4493,88,instagram,2025-10-09T07:28:37.784718,Behind the scenes of the next project. High energy dance.  Save this for your next workout.,2023,91,8,21,original,reggaeton_launch_q2
4494,88,instagram,2025-10-24T20:32:21.784718,Cannot believe this just happened. High energy dance.  Save this for your next workout.,1780,99,14,34,catalogue,beauty_summer_2025
4495,88,instagram,2025-07-28T02:06:35.784718,POV you are listening to this on repeat. High energy dance.  Save this for your next workout.,2866,143,22,47,trending,
4496,88,instagram,2025-09-19T03:25:07.784718,Trying something different today. High energy dance.  Save this for your next workout.,6808,187,17,19,catalogue,fitness_january_push
4497,88,instagram,2025-10-01T07:31:01.784718,POV you are listening to this on repeat. High energy dance.  Save this for your next workout.,4640,199,19,34,trending,
4498,88,instagram,2025-09-15T02:00:09.784718,You asked for it so here it is. High energy dance.  Save this for your next workout.,4935,158,34,27,catalogue,beauty_summer_2025
4499,88,instagram,2025-08-09T10:39:59.784718,Cannot believe this just happened. High energy dance.  Save this for your next workout.,4691,126,28,44,original,beauty_summer_2025
4500,89,tiktok,2025-08-20T19:48:27.784718,Cannot believe this just happened. Product reviews.,446855,15250,2211,2672,catalogue,gaming_console_drop
4501,89,tiktok,2025-08-26T22:45:19.784718,Cannot believe this just happened. Product reviews.,249430,6733,1066,1700,trending,beauty_summer_2025
4502,89,tiktok,2025-11-07T08:03:14.784718,POV you are listening to this on repeat. Product reviews.,378025,9242,615,905,catalogue,gaming_console_drop
4503,89,tiktok,2025-11-19T17:26:21.784718,Day 12 of posting until this goes viral. Product reviews.,197957,5727,881,454,catalogue,back_to_school_2025
4504,89,tiktok,2025-09-12T01:32:05.784718,Tag a friend who needs to see this. Product reviews.,155924,6237,432,1696,catalogue,fitness_january_push
4505,89,tiktok,2025-10-23T16:50:14.784718,Tag a friend who needs to see this. Product reviews.,213152,5079,862,1412,original,gaming_console_drop
4506,89,tiktok,2025-08-22T22:22:55.784718,Behind the scenes of the next project. Product reviews.,134412,3335,587,985,trending,gaming_console_drop
4507,89,tiktok,2025-11-09T22:57:56.784718,Day 25 of posting until this goes viral. Product reviews.,102891,2403,187,483,trending,
4508,89,tiktok,2025-09-27T03:25:08.784718,POV you are listening to this on repeat. Product reviews.,354289,9562,1412,926,trending,reggaeton_launch_q2
4509,89,tiktok,2025-11-07T21:18:53.784718,Tag a friend who needs to see this. Product reviews.,156678,4413,526,859,original,back_to_school_2025
4510,89,tiktok,2025-10-21T13:23:44.784718,Tag a friend who needs to see this. Product reviews.,108811,3679,503,544,catalogue,fitness_january_push
4511,89,tiktok,2025-07-29T14:33:17.784718,Trying something different today. Product reviews.,284971,8548,1488,866,original,beauty_summer_2025
4512,89,tiktok,2025-10-23T04:26:23.784718,"New drop just landed, what do you think. Product reviews.",232046,4422,493,545,trending,
4513,89,tiktok,2025-09-05T13:55:16.784718,Day 25 of posting until this goes viral. Product reviews.,394823,16641,2694,4655,trending,fitness_january_push
4514,89,tiktok,2025-10-07T13:29:19.784718,POV you are listening to this on repeat. Product reviews.,400330,14233,1621,3470,original,beauty_summer_2025
4515,89,tiktok,2025-11-16T23:24:14.784718,This audio is stuck in my head. Product reviews.,289743,5325,1143,2134,trending,beauty_summer_2025
4516,89,tiktok,2025-11-07T14:39:09.784718,Behind the scenes of the next project. Product reviews.,429854,17041,2460,3618,catalogue,beauty_summer_2025
4517,89,tiktok,2025-09-27T22:10:29.784718,Cannot believe this just happened. Product reviews.,260085,10913,1610,1883,trending,gaming_console_drop
4518,89,tiktok,2025-08-16T22:02:22.784718,Tag a friend who needs to see this. Product reviews.,156430,4292,864,484,catalogue,
4519,89,tiktok,2025-09-18T07:38:24.784718,Behind the scenes of the next project. Product reviews.,372310,15337,2483,1457,catalogue,
4520,89,tiktok,2025-09-04T13:05:22.784718,Tag a friend who needs to see this. Product reviews.,282940,9004,1621,1468,catalogue,fitness_january_push
4521,89,tiktok,2025-11-19T02:32:45.784718,You asked for it so here it is. Product reviews.,193213,5451,712,959,catalogue,
4522,89,tiktok,2025-08-22T04:24:49.784718,You asked for it so here it is. Product reviews.,125468,3275,634,530,trending,
4523,89,tiktok,2025-11-01T05:54:11.784718,"New drop just landed, what do you think. Product reviews.",232040,8315,1238,981,catalogue,beauty_summer_2025
4524,89,tiktok,2025-10-06T22:55:20.784718,Behind the scenes of the next project. Product reviews.,311353,11558,1330,1239,catalogue,reggaeton_launch_q2
4525,89,tiktok,2025-09-22T02:18:24.784718,This audio is stuck in my head. Product reviews.,126424,2916,461,775,catalogue,reggaeton_launch_q2
4526,89,tiktok,2025-11-02T17:11:29.784718,Trying something different today. Product reviews.,368115,11394,846,1015,original,fitness_january_push
4527,89,tiktok,2025-11-18T12:37:59.784718,"New drop just landed, what do you think. Product reviews.",362782,12819,1745,1917,trending,back_to_school_2025
4528,89,tiktok,2025-09-28T14:56:50.784718,Trying something different today. Product reviews.,446239,14375,2687,2188,trending,beauty_summer_2025
4529,89,tiktok,2025-09-02T08:27:02.784718,This audio is stuck in my head. Product reviews.,161801,6852,836,1255,trending,beauty_summer_2025
4530,89,tiktok,2025-09-07T06:07:01.784718,This audio is stuck in my head. Product reviews.,373777,9233,1408,1794,trending,beauty_summer_2025
4531,89,tiktok,2025-09-21T12:07:21.784718,This audio is stuck in my head. Product reviews.,346541,8393,1046,2631,trending,fitness_january_push
4532,89,tiktok,2025-09-14T14:08:05.784718,POV you are listening to this on repeat. Product reviews.,162784,5520,1051,454,catalogue,
4533,89,tiktok,2025-10-23T15:56:22.784718,Day 20 of posting until this goes viral. Product reviews.,159106,4555,714,364,original,fitness_january_push
4534,89,tiktok,2025-10-19T09:56:07.784718,This audio is stuck in my head. Product reviews.,209473,3897,749,450,original,fitness_january_push
4535,89,tiktok,2025-10-20T18:34:50.784718,This audio is stuck in my head. Product reviews.,377571,7497,854,896,trending,back_to_school_2025
4536,89,tiktok,2025-08-12T16:04:14.784718,Trying something different today. Product reviews.,407972,13948,1187,2366,original,gaming_console_drop
4537,89,tiktok,2025-09-30T15:18:06.784718,Day 8 of posting until this goes viral. Product reviews.,146484,5260,359,1387,original,reggaeton_launch_q2
4538,89,tiktok,2025-08-13T15:14:20.784718,Trying something different today. Product reviews.,429557,11370,744,2227,original,gaming_console_drop
4539,89,tiktok,2025-10-10T21:46:34.784718,"New drop just landed, what do you think. Product reviews.",406055,9177,1606,906,catalogue,fitness_january_push
4540,89,tiktok,2025-07-31T15:09:40.784718,Trying something different today. Product reviews.,400114,14356,2518,4047,trending,reggaeton_launch_q2
4541,89,tiktok,2025-09-17T15:53:36.784718,You asked for it so here it is. Product reviews.,237290,8140,697,1236,trending,fitness_january_push
4542,89,tiktok,2025-10-29T03:42:30.784718,Behind the scenes of the next project. Product reviews.,155792,4929,394,1386,catalogue,reggaeton_launch_q2
4543,89,tiktok,2025-09-03T13:46:45.784718,Behind the scenes of the next project. Product reviews.,343536,12779,1342,1655,original,reggaeton_launch_q2
4544,89,tiktok,2025-08-31T05:36:15.784718,Trying something different today. Product reviews.,248926,5918,774,2067,trending,fitness_january_push
4545,89,tiktok,2025-09-11T06:07:29.784718,Tag a friend who needs to see this. Product reviews.,113106,4787,784,1433,original,beauty_summer_2025
4546,89,tiktok,2025-08-19T05:02:39.784718,"New drop just landed, what do you think. Product reviews.",110930,2941,607,1054,original,gaming_console_drop
4547,89,tiktok,2025-09-23T21:43:36.784718,Tag a friend who needs to see this. Product reviews.,133482,4830,779,922,trending,beauty_summer_2025
4548,89,tiktok,2025-08-04T12:18:52.784718,Tag a friend who needs to see this. Product reviews.,178883,5686,724,1713,trending,gaming_console_drop
4549,89,tiktok,2025-11-20T07:22:50.784718,Trying something different today. Product reviews.,136234,3907,625,288,catalogue,gaming_console_drop
4550,89,tiktok,2025-08-22T07:47:05.784718,Trying something different today. Product reviews.,340638,8875,1756,1970,original,
4551,89,tiktok,2025-10-09T19:32:40.784718,Day 17 of posting until this goes viral. Product reviews.,228331,10430,906,1264,catalogue,gaming_console_drop
4552,89,tiktok,2025-09-20T05:25:59.784718,"New drop just landed, what do you think. Product reviews.",237411,9230,650,1750,catalogue,back_to_school_2025
4553,89,tiktok,2025-09-05T07:18:37.784718,Behind the scenes of the next project. Product reviews.,160180,4635,314,801,catalogue,reggaeton_launch_q2
4554,89,tiktok,2025-07-28T21:33:43.784718,You asked for it so here it is. Product reviews.,397474,9736,1108,1844,trending,reggaeton_launch_q2
4555,89,tiktok,2025-10-23T10:27:31.784718,You asked for it so here it is. Product reviews.,267218,6327,940,2370,catalogue,beauty_summer_2025
4556,89,tiktok,2025-11-02T20:50:18.784718,This audio is stuck in my head. Product reviews.,321493,7889,1322,1631,trending,back_to_school_2025
4557,89,tiktok,2025-10-30T17:30:07.784718,Trying something different today. Product reviews.,376878,8280,648,2822,catalogue,fitness_january_push
4558,89,tiktok,2025-07-31T15:03:16.784718,Cannot believe this just happened. Product reviews.,392309,12525,1136,2304,trending,reggaeton_launch_q2
4559,90,instagram,2025-08-22T12:38:48.784718,Day 7 of posting until this goes viral. Reaction content.,2280893,171664,12814,48210,trending,gaming_console_drop
4560,90,instagram,2025-08-07T08:04:12.784718,You asked for it so here it is. Reaction content.,2599957,137520,9974,31355,original,reggaeton_launch_q2
4561,90,instagram,2025-11-22T16:14:14.784718,Cannot believe this just happened. Reaction content.,2677107,228102,23772,40295,trending,fitness_january_push
4562,90,instagram,2025-10-21T00:40:41.784718,This audio is stuck in my head. Reaction content.,2202499,124681,21301,10866,catalogue,reggaeton_launch_q2
4563,90,instagram,2025-09-14T12:29:57.784718,You asked for it so here it is. Reaction content.,1377896,77123,14694,22228,trending,reggaeton_launch_q2
4564,90,instagram,2025-09-02T07:04:57.784718,Day 6 of posting until this goes viral. Reaction content.,1592664,78890,6962,16878,original,beauty_summer_2025
4565,90,instagram,2025-09-28T23:57:06.784718,Behind the scenes of the next project. Reaction content.,1376988,111377,8096,14081,original,fitness_january_push
4566,90,instagram,2025-08-31T01:57:00.784718,"New drop just landed, what do you think. Reaction content.",1881418,133667,27079,28171,trending,
4567,90,instagram,2025-10-09T05:44:45.784718,This audio is stuck in my head. Reaction content.,1205799,98674,10707,20116,catalogue,beauty_summer_2025
